1.1	61.3
2	62
3	62.7
4	63.3
5	64
6	64.7
6.9	65.4
7.9	66.1
8.9	66.9
9.9	67.6
10.8	68.3
11.8	69
12.7	69.7
13.7	70.5
14.7	71.2
15.6	71.9
16.6	72.7
17.5	73.5
18.5	74.2
19.4	75
20.3	75.8
21.3	76.6
22.2	77.4
23.1	78.2
24	79.1
25	79.9
25.9	80.8
26.8	81.7
27.7	82.6
28.5	83.5
29.4	84.4
30.3	85.3
31.1	86.3
32	87.3
32.8	88.3
33.7	89.3
34.5	90.3
35.3	91.4
36.1	92.5
36.9	93.6
37.7	94.7
38.4	95.9
39.2	97.1
39.9	98.3
40.7	99.5
41.4	100.8
42.1	102.1
42.7	103.4
43.4	104.8
44	106.2
44.6	107.6
45.2	109.1
45.8	110.5
46.4	112.1
46.9	113.6
47.4	115.2
47.9	116.8
48.3	118.4
48.8	120.1
49.2	121.8
49.5	123.5
49.9	125.3
50.2	127.1
50.5	128.9
50.7	130.7
51	132.6
51.2	134.4
51.3	136.3
51.5	138.2
51.5	140.1
51.6	142
51.6	143.9
51.6	145.8
51.6	147.7
51.5	149.6
51.4	151.5
51.3	153.4
51.1	155.3
50.9	157.1
50.6	159
50.4	160.8
50.1	162.6
49.7	164.3
49.4	166.1
49	167.8
48.6	169.5
48.1	171.1
47.7	172.8
47.2	174.4
46.6	175.9
46.1	177.5
45.5	179
44.9	-179.6
44.3	-178.1
43.7	-176.7
43.1	-175.4
42.4	-174
41.7	-172.7
41	-171.4
40.3	-170.2
39.6	-168.9
38.8	-167.7
38.1	-166.6
37.3	-165.4
36.5	-164.3
35.7	-163.2
34.9	-162.1
34.1	-161.1
33.3	-160
32.5	-159
31.6	-158
30.7	-157.1
29.9	-156.1
29	-155.2
28.1	-154.3
27.2	-153.4
26.3	-152.5
25.4	-151.6
24.5	-150.7
23.6	-149.9
22.7	-149.1
21.8	-148.3
20.9	-147.5
19.9	-146.7
19	-145.9
18	-145.1
17.1	-144.3
16.1	-143.6
15.2	-142.8
14.2	-142.1
13.3	-141.3
12.3	-140.6
11.3	-139.9
10.4	-139.2
9.4	-138.5
8.4	-137.7
7.5	-137
6.5	-136.3
5.5	-135.6
4.5	-134.9
3.6	-134.3
2.6	-133.6
1.6	-132.9
0.6	-132.2
-0.3	-131.5
-1.3	-130.8
-2.3	-130.1
-3.3	-129.4
-4.3	-128.7
-5.2	-128
-6.2	-127.3
-7.2	-126.6
-8.2	-125.9
-9.1	-125.2
-10.1	-124.5
-11.1	-123.8
-12	-123.1
-13	-122.3
-13.9	-121.6
-14.9	-120.9
-15.9	-120.1
-16.8	-119.4
-17.8	-118.6
-18.7	-117.8
-19.6	-117
-20.6	-116.2
-21.5	-115.4
-22.4	-114.6
-23.4	-113.8
-24.3	-113
-25.2	-112.1
-26.1	-111.2
-27	-110.4
-27.9	-109.5
-28.7	-108.6
-29.6	-107.6
-30.5	-106.7
-31.3	-105.7
-32.2	-104.7
-33	-103.7
-33.9	-102.7
-34.7	-101.7
-35.5	-100.6
-36.3	-99.5
-37.1	-98.4
-37.9	-97.3
-38.6	-96.1
-39.4	-94.9
-40.1	-93.7
-40.8	-92.4
-41.5	-91.2
-42.2	-89.8
-42.9	-88.5
-43.5	-87.1
-44.2	-85.8
-44.8	-84.3
-45.4	-82.9
-45.9	-81.4
-46.5	-79.9
-47	-78.3
-47.5	-76.7
-48	-75.1
-48.4	-73.4
-48.9	-71.8
-49.3	-70.1
-49.6	-68.3
-50	-66.6
-50.3	-64.8
-50.6	-63
-50.8	-61.1
-51	-59.3
-51.2	-57.4
-51.4	-55.5
-51.5	-53.7
-51.6	-51.7
-51.6	-49.8
-51.6	-47.9
-51.6	-46
-51.6	-44.1
-51.5	-42.2
-51.4	-40.3
-51.2	-38.4
-51	-36.6
-50.8	-34.7
-50.6	-32.9
-50.3	-31.1
-50	-29.3
-49.7	-27.5
-49.3	-25.8
-48.9	-24.1
-48.5	-22.4
-48	-20.7
-47.5	-19.1
-47	-17.5
-46.5	-16
-46	-14.4
-45.4	-13
-44.8	-11.5
-44.2	-10.1
-43.6	-8.7
-42.9	-7.3
-42.3	-6
-41.6	-4.7
-40.9	-3.4
-40.2	-2.1
-39.4	-0.9
-38.7	0.3
-37.9	1.5
-37.1	2.6
-36.4	3.7
-35.6	4.8
-34.7	5.9
-33.9	6.9
-33.1	8
-32.3	9
-31.4	9.9
-30.5	10.9
-29.7	11.9
-28.8	12.8
-27.9	13.7
-27	14.6
-26.1	15.5
-25.2	16.4
-24.3	17.2
-23.4	18
-22.5	18.9
-21.6	19.7
-20.6	20.5
-19.7	21.3
-18.8	22.1
-17.8	22.8
-16.9	23.6
-15.9	24.4
-15	25.1
-14	25.9
-13	26.6
-12.1	27.3
-11.1	28
-10.1	28.8
-9.2	29.5
-8.2	30.2
-7.2	30.9
-6.2	31.6
-5.3	32.3
-4.3	33
-3.3	33.7
-2.3	34.4
-1.4	35.1
-0.4	35.8
0.6	36.4
1.6	37.1
2.6	37.8
3.5	38.5
4.5	39.2
5.5	39.9
6.5	40.6
7.4	41.3
8.4	42
9.4	42.7
10.4	43.4
11.3	44.2
12.3	44.9
13.3	45.6
14.2	46.4
15.2	47.1
16.1	47.8
17.1	48.6
18	49.4
19	50.1
19.9	50.9
20.8	51.7
21.8	52.5
22.7	53.4
23.6	54.2
24.5	55
25.4	55.9
26.3	56.8
27.2	57.6
28.1	58.5
29	59.5
29.9	60.4
30.7	61.3
31.6	62.3
32.4	63.3
33.3	64.3
34.1	65.3
34.9	66.4
35.7	67.5
36.5	68.6
37.3	69.7
38.1	70.8
38.8	72
39.6	73.2
40.3	74.4
41	75.7
41.7	77
42.4	78.3
43.1	79.6
43.7	81
44.3	82.4
44.9	83.9
45.5	85.3
46.1	86.8
46.6	88.4
47.2	89.9
47.7	91.5
48.1	93.1
48.6	94.8
49	96.5
49.4	98.2
49.7	100
50.1	101.7
50.4	103.5
50.6	105.3
50.9	107.2
51.1	109
51.3	110.9
51.4	112.8
51.5	114.7
51.6	116.6
51.6	118.5
51.6	120.4
51.6	122.3
51.5	124.2
51.5	126.1
51.3	128
51.2	129.9
51	131.7
50.8	133.6
50.5	135.4
50.2	137.2
49.9	139
49.5	140.8
49.2	142.5
48.8	144.2
48.3	145.9
47.9	147.5
47.4	149.1
46.9	150.7
46.4	152.2
45.8	153.8
45.2	155.2
44.6	156.7
44	158.1
43.4	159.5
42.7	160.9
42.1	162.2
41.4	163.5
40.7	164.8
39.9	166
39.2	167.2
38.5	168.4
37.7	169.5
36.9	170.7
36.1	171.8
35.3	172.9
34.5	173.9
33.7	175
32.9	176
32	177
31.2	178
30.3	178.9
29.4	179.9
28.6	-179.2
27.7	-178.3
26.8	-177.4
25.9	-176.5
25	-175.7
24.1	-174.8
23.1	-174
22.2	-173.1
21.3	-172.3
20.4	-171.5
19.4	-170.7
18.5	-170
17.5	-169.2
16.6	-168.4
15.6	-167.7
14.7	-166.9
13.7	-166.2
12.8	-165.5
11.8	-164.7
10.8	-164
9.9	-163.3
8.9	-162.6
7.9	-161.9
7	-161.2
6	-160.5
5	-159.8
4	-159.1
3.1	-158.4
2.1	-157.7
1.1	-157
0.1	-156.3
-0.9	-155.6
-1.8	-154.9
-2.8	-154.2
-3.8	-153.5
-4.8	-152.9
-5.7	-152.2
-6.7	-151.5
-7.7	-150.8
-8.7	-150.1
-9.6	-149.3
-10.6	-148.6
-11.6	-147.9
-12.5	-147.2
-13.5	-146.5
-14.4	-145.7
-15.4	-145
-16.4	-144.2
-17.3	-143.5
-18.2	-142.7
-19.2	-141.9
-20.1	-141.1
-21.1	-140.3
-22	-139.5
-22.9	-138.7
-23.8	-137.9
-24.7	-137
-25.6	-136.2
-26.5	-135.3
-27.4	-134.4
-28.3	-133.5
-29.2	-132.6
-30.1	-131.6
-30.9	-130.7
-31.8	-129.7
-32.6	-128.7
-33.5	-127.7
-34.3	-126.7
-35.1	-125.6
-35.9	-124.5
-36.7	-123.4
-37.5	-122.3
-38.3	-121.1
-39	-120
-39.7	-118.8
-40.5	-117.5
-41.2	-116.3
-41.9	-115
-42.6	-113.7
-43.2	-112.3
-43.9	-110.9
-44.5	-109.5
-45.1	-108.1
-45.7	-106.6
-46.2	-105.1
-46.8	-103.5
-47.3	-102
-47.8	-100.4
-48.2	-98.7
-48.7	-97.1
-49.1	-95.4
-49.5	-93.7
-49.8	-91.9
-50.1	-90.1
-50.4	-88.3
-50.7	-86.5
-50.9	-84.7
-51.1	-82.8
-51.3	-80.9
-51.4	-79.1
-51.5	-77.2
-51.6	-75.3
-51.6	-73.3
-51.6	-71.4
-51.6	-69.5
-51.5	-67.6
-51.4	-65.7
-51.3	-63.8
-51.1	-62
-50.9	-60.1
-50.7	-58.3
-50.4	-56.4
-50.1	-54.6
-49.8	-52.9
-49.5	-51.1
-49.1	-49.4
-48.7	-47.7
-48.2	-46
-47.8	-44.4
-47.3	-42.8
-46.8	-41.2
-46.2	-39.7
-45.7	-38.2
-45.1	-36.7
-44.5	-35.2
-43.9	-33.8
-43.2	-32.4
-42.6	-31.1
-41.9	-29.8
-41.2	-28.5
-40.5	-27.2
-39.8	-26
-39	-24.8
-38.3	-23.6
-37.5	-22.4
-36.7	-21.3
-35.9	-20.2
-35.1	-19.1
-34.3	-18.1
-33.5	-17
-32.7	-16
-31.8	-15
-31	-14
-30.1	-13.1
-29.2	-12.1
-28.3	-11.2
-27.5	-10.3
-26.6	-9.4
-25.7	-8.6
-24.8	-7.7
-23.8	-6.8
-22.9	-6
-22	-5.2
-21.1	-4.4
-20.1	-3.6
-19.2	-2.8
-18.3	-2
-17.3	-1.2
-16.4	-0.5
-15.4	0.3
-14.5	1
-13.5	1.7
-12.5	2.5
-11.6	3.2
-10.6	3.9
-9.6	4.6
-8.7	5.4
-7.7	6.1
-6.7	6.8
-5.7	7.5
-4.8	8.2
-3.8	8.9
-2.8	9.5
-1.8	10.2
-0.8	10.9
0.1	11.6
1.1	12.3
2.1	13
3.1	13.7
4	14.4
5	15.1
6	15.8
7	16.5
7.9	17.2
8.9	17.9
9.9	18.6
10.9	19.3
11.8	20
12.8	20.8
13.8	21.5
14.7	22.2
15.7	23
16.6	23.7
17.6	24.5
18.5	25.3
19.5	26.1
20.4	26.9
21.3	27.7
22.2	28.5
23.2	29.3
24.1	30.1
25	31
25.9	31.8
26.8	32.7
27.7	33.6
28.6	34.5
29.5	35.5
30.3	36.4
31.2	37.4
32	38.3
32.9	39.3
33.7	40.4
34.5	41.4
35.3	42.5
36.1	43.6
36.9	44.7
37.7	45.8
38.5	47
39.2	48.1
40	49.4
40.7	50.6
41.4	51.9
42.1	53.2
42.8	54.5
43.4	55.9
44	57.3
44.7	58.7
45.3	60.1
45.8	61.6
46.4	63.1
46.9	64.7
47.4	66.3
47.9	67.9
48.4	69.5
48.8	71.2
49.2	72.9
49.6	74.6
49.9	76.4
50.2	78.2
50.5	80
50.8	81.8
51	83.6
51.2	85.5
51.3	87.4
51.5	89.3
51.6	91.2
51.6	93.1
51.6	95
51.6	96.9
51.6	98.8
51.5	100.7
51.4	102.6
51.2	104.5
51.1	106.4
50.9	108.2
50.6	110.1
50.4	111.9
50	113.7
49.7	115.4
49.4	117.2
49	118.9
48.5	120.6
48.1	122.2
47.6	123.9
47.1	125.4
46.6	127
46.1	128.5
45.5	130
44.9	131.5
44.3	132.9
43.7	134.3
43	135.7
42.4	137.1
41.7	138.4
41	139.7
40.3	140.9
39.6	142.1
38.8	143.3
38.1	144.5
37.3	145.7
36.5	146.8
35.7	147.9
34.9	148.9
34.1	150
33.3	151
32.4	152
31.6	153
30.7	154
29.8	154.9
29	155.9
28.1	156.8
27.2	157.7
26.3	158.6
25.4	159.4
24.5	160.3
23.6	161.1
22.7	162
21.7	162.8
20.8	163.6
19.9	164.4
18.9	165.2
18	166
17.1	166.7
16.1	167.5
15.2	168.2
14.2	169
13.2	169.7
12.3	170.4
11.3	171.2
10.3	171.9
9.4	172.6
8.4	173.3
7.4	174
6.5	174.7
5.5	175.4
4.5	176.1
3.5	176.8
2.6	177.5
1.6	178.2
0.6	178.9
-0.4	179.6
-1.4	-179.8
-2.3	-179.1
-3.3	-178.4
-4.3	-177.7
-5.3	-177
-6.2	-176.3
-7.2	-175.6
-8.2	-174.9
-9.2	-174.2
-10.1	-173.5
-11.1	-172.7
-12.1	-172
-13	-171.3
-14	-170.6
-14.9	-169.8
-15.9	-169.1
-16.8	-168.3
-17.8	-167.6
-18.7	-166.8
-19.7	-166
-20.6	-165.2
-21.5	-164.4
-22.5	-163.6
-23.4	-162.8
-24.3	-161.9
-25.2	-161.1
-26.1	-160.2
-27	-159.3
-27.9	-158.4
-28.8	-157.5
-29.7	-156.6
-30.5	-155.6
-31.4	-154.7
-32.2	-153.7
-33.1	-152.7
-33.9	-151.7
-34.7	-150.6
-35.5	-149.5
-36.3	-148.4
-37.1	-147.3
-37.9	-146.2
-38.7	-145
-39.4	-143.8
-40.1	-142.6
-40.8	-141.4
-41.5	-140.1
-42.2	-138.8
-42.9	-137.4
-43.6	-136.1
-44.2	-134.7
-44.8	-133.3
-45.4	-131.8
-46	-130.3
-46.5	-128.8
-47	-127.2
-47.5	-125.6
-48	-124
-48.5	-122.4
-48.9	-120.7
-49.3	-119
-49.6	-117.2
-50	-115.5
-50.3	-113.7
-50.6	-111.9
-50.8	-110.1
-51	-108.2
-51.2	-106.3
-51.4	-104.5
-51.5	-102.6
-51.6	-100.7
-51.6	-98.7
-51.6	-96.8
-51.6	-94.9
-51.6	-93
-51.5	-91.1
-51.4	-89.2
-51.2	-87.3
-51	-85.5
-50.8	-83.6
-50.6	-81.8
-50.3	-80
-50	-78.2
-49.6	-76.4
-49.3	-74.7
-48.9	-73
-48.5	-71.3
-48	-69.7
-47.5	-68
-47	-66.5
-46.5	-64.9
-46	-63.4
-45.4	-61.9
-44.8	-60.4
-44.2	-59
-43.5	-57.6
-42.9	-56.2
-42.2	-54.9
-41.5	-53.6
-40.8	-52.3
-40.1	-51.1
-39.4	-49.8
-38.6	-48.6
-37.9	-47.5
-37.1	-46.3
-36.3	-45.2
-35.5	-44.1
-34.7	-43.1
-33.9	-42
-33.1	-41
-32.2	-40
-31.4	-39
-30.5	-38
-29.6	-37.1
-28.8	-36.2
-27.9	-35.2
-27	-34.3
-26.1	-33.5
-25.2	-32.6
-24.3	-31.7
-23.4	-30.9
-22.4	-30.1
-21.5	-29.3
-20.6	-28.5
-19.7	-27.7
-18.7	-26.9
-17.8	-26.1
-16.8	-25.3
-15.9	-24.6
-14.9	-23.8
-14	-23.1
-13	-22.4
-12	-21.6
-11.1	-20.9
-10.1	-20.2
-9.1	-19.5
-8.2	-18.8
-7.2	-18.1
-6.2	-17.4
-5.2	-16.7
-4.3	-16
-3.3	-15.3
-2.3	-14.6
-1.3	-13.9
-0.3	-13.2
0.6	-12.5
1.6	-11.8
2.6	-11.1
3.6	-10.4
4.6	-9.7
5.5	-9
6.5	-8.3
7.5	-7.6
8.5	-6.9
9.4	-6.2
10.4	-5.5
11.4	-4.8
12.3	-4.1
13.3	-3.3
14.3	-2.6
15.2	-1.9
16.2	-1.1
17.1	-0.4
18.1	0.4
19	1.2
19.9	2
20.9	2.8
21.8	3.6
22.7	4.4
23.7	5.2
24.6	6.1
25.5	6.9
26.4	7.8
27.3	8.7
28.2	9.6
29	10.5
29.9	11.4
30.8	12.4
31.6	13.4
32.5	14.4
33.3	15.4
34.1	16.4
35	17.5
35.8	18.5
36.6	19.6
37.3	20.8
38.1	21.9
38.9	23.1
39.6	24.3
40.3	25.5
41.1	26.8
41.8	28.1
42.4	29.4
43.1	30.7
43.7	32.1
44.4	33.5
45	34.9
45.6	36.4
46.1	37.9
46.7	39.4
47.2	41
47.7	42.6
48.1	44.2
48.6	45.9
49	47.6
49.4	49.3
49.7	51
50.1	52.8
50.4	54.6
50.6	56.4
50.9	58.3
51.1	60.1
51.3	62
51.4	63.9
51.5	65.8
51.6	67.7
51.6	69.6
51.6	71.5
51.6	73.4
51.5	75.3
51.4	77.2
51.3	79.1
51.2	81
51	82.8
50.7	84.7
50.5	86.5
50.2	88.3
49.9	90.1
49.5	91.9
49.2	93.6
48.7	95.3
48.3	96.9
47.9	98.6
47.4	100.2
46.9	101.8
46.3	103.3
45.8	104.8
45.2	106.3
44.6	107.8
44	109.2
43.4	110.6
42.7	111.9
42	113.3
41.3	114.6
40.6	115.8
39.9	117.1
39.2	118.3
38.4	119.5
37.7	120.6
36.9	121.7
36.1	122.9
35.3	123.9
34.5	125
33.7	126
32.8	127.1
32	128.1
31.1	129
30.3	130
29.4	130.9
28.5	131.9
27.6	132.8
26.7	133.7
25.8	134.5
24.9	135.4
24	136.2
23.1	137.1
22.2	137.9
21.3	138.7
20.3	139.5
19.4	140.3
18.5	141.1
17.5	141.9
16.6	142.6
15.6	143.4
14.7	144.1
13.7	144.9
12.7	145.6
11.8	146.3
10.8	147
9.8	147.8
8.9	148.5
7.9	149.2
6.9	149.9
5.9	150.6
5	151.3
4	152
3	152.7
2	153.4
1.1	154
0.1	154.7
-0.9	155.4
-1.9	156.1
-2.9	156.8
-3.8	157.5
-4.8	158.2
-5.8	158.9
-6.8	159.6
-7.7	160.3
-8.7	161
-9.7	161.7
-10.6	162.4
-11.6	163.1
-12.6	163.9
-13.5	164.6
-14.5	165.3
-15.4	166.1
-16.4	166.8
-17.3	167.6
-18.3	168.4
-19.2	169.1
-20.2	169.9
-21.1	170.7
-22	171.5
-23	172.4
-23.9	173.2
-24.8	174
-25.7	174.9
-26.6	175.8
-27.5	176.7
-28.4	177.6
-29.2	178.5
-30.1	179.4
-31	-179.6
-31.8	-178.6
-32.7	-177.7
-33.5	-176.6
-34.3	-175.6
-35.1	-174.5
-36	-173.5
-36.7	-172.4
-37.5	-171.2
-38.3	-170.1
-39	-168.9
-39.8	-167.7
-40.5	-166.5
-41.2	-165.2
-41.9	-163.9
-42.6	-162.6
-43.2	-161.2
-43.9	-159.8
-44.5	-158.4
-45.1	-157
-45.7	-155.5
-46.2	-154
-46.8	-152.5
-47.3	-150.9
-47.8	-149.3
-48.2	-147.6
-48.7	-146
-49.1	-144.3
-49.5	-142.6
-49.8	-140.8
-50.1	-139
-50.4	-137.2
-50.7	-135.4
-50.9	-133.6
-51.1	-131.7
-51.3	-129.8
-51.4	-128
-51.5	-126.1
-51.6	-124.2
-51.6	-122.2
-51.6	-120.3
-51.6	-118.4
-51.5	-116.5
