-51.4	-114.6
-51.3	-112.7
-51.1	-110.9
-50.9	-109
-50.7	-107.2
-50.4	-105.3
-50.1	-103.5
-49.8	-101.8
-49.4	-100
-49.1	-98.3
-48.7	-96.6
-48.2	-94.9
-47.8	-93.3
-47.3	-91.7
-46.8	-90.1
-46.2	-88.6
-45.7	-87.1
-45.1	-85.6
-44.5	-84.2
-43.8	-82.7
-43.2	-81.4
-42.5	-80
-41.9	-78.7
-41.2	-77.4
-40.5	-76.1
-39.7	-74.9
-39	-73.7
-38.2	-72.5
-37.5	-71.4
-36.7	-70.2
-35.9	-69.1
-35.1	-68.1
-34.3	-67
-33.5	-66
-32.6	-65
-31.8	-64
-30.9	-63
-30.1	-62
-29.2	-61.1
-28.3	-60.2
-27.4	-59.3
-26.5	-58.4
-25.6	-57.5
-24.7	-56.6
-23.8	-55.8
-22.9	-55
-22	-54.1
-21	-53.3
-20.1	-52.5
-19.2	-51.7
-18.2	-51
-17.3	-50.2
-16.3	-49.4
-15.4	-48.7
-14.4	-47.9
-13.5	-47.2
-12.5	-46.5
-11.5	-45.7
-10.6	-45
-9.6	-44.3
-8.6	-43.6
-7.6	-42.9
-6.7	-42.2
-5.7	-41.5
-4.7	-40.8
-3.7	-40.1
-2.8	-39.4
-1.8	-38.7
-0.8	-38
0.2	-37.3
1.2	-36.6
2.1	-36
3.1	-35.3
4.1	-34.6
5.1	-33.9
6	-33.2
7	-32.5
8	-31.8
9	-31.1
9.9	-30.3
10.9	-29.6
11.9	-28.9
12.8	-28.2
13.8	-27.4
14.8	-26.7
15.7	-26
16.7	-25.2
17.6	-24.4
18.6	-23.7
19.5	-22.9
20.4	-22.1
21.4	-21.3
22.3	-20.5
23.2	-19.7
24.1	-18.8
25	-18
25.9	-17.1
26.8	-16.2
27.7	-15.3
28.6	-14.4
29.5	-13.5
30.4	-12.5
31.2	-11.6
32.1	-10.6
32.9	-9.6
33.8	-8.6
34.6	-7.5
35.4	-6.5
36.2	-5.4
37	-4.3
37.8	-3.1
38.5	-2
39.3	-0.8
40	0.4
40.7	1.7
41.4	2.9
42.1	4.3
42.8	5.6
43.4	6.9
44.1	8.3
44.7	9.8
45.3	11.2
45.9	12.7
46.4	14.2
46.9	15.8
47.4	17.4
47.9	19
48.4	20.6
48.8	22.3
49.2	24
49.6	25.7
49.9	27.5
50.2	29.3
50.5	31.1
50.8	32.9
51	34.7
51.2	36.6
51.3	38.5
51.5	40.4
51.6	42.3
51.6	44.2
51.6	46.1
51.6	48
51.6	49.9
51.5	51.8
51.4	53.7
51.2	55.6
51.1	57.5
50.9	59.3
50.6	61.2
50.3	63
50	64.8
49.7	66.5
49.3	68.3
48.9	70
48.5	71.7
48.1	73.3
47.6	74.9
47.1	76.5
46.6	78.1
46	79.6
45.5	81.1
44.9	82.6
44.3	84
43.7	85.4
43	86.8
42.3	88.1
41.7	89.4
41	90.7
40.3	92
39.5	93.2
38.8	94.4
38	95.6
37.2	96.7
36.5	97.8
35.7	98.9
34.9	100
34	101.1
33.2	102.1
32.4	103.1
31.5	104.1
30.7	105.1
29.8	106
28.9	106.9
28.1	107.8
27.2	108.7
26.3	109.6
25.4	110.5
24.5	111.4
23.5	112.2
22.6	113
21.7	113.8
20.8	114.6
19.8	115.4
18.9	116.2
18	117
17	117.8
16.1	118.5
15.1	119.3
14.1	120
13.2	120.8
12.2	121.5
11.3	122.2
10.3	122.9
9.3	123.6
8.4	124.3
7.4	125
6.4	125.7
5.4	126.4
4.5	127.1
3.5	127.8
2.5	128.5
1.5	129.2
0.5	129.9
-0.4	130.6
-1.4	131.3
-2.4	132
-3.4	132.7
-4.3	133.4
-5.3	134.1
-6.3	134.8
-7.3	135.5
-8.2	136.2
-9.2	136.9
-10.2	137.6
-11.1	138.3
-12.1	139
-13.1	139.8
-14	140.5
-15	141.2
-15.9	142
-16.9	142.7
-17.8	143.5
-18.8	144.3
-19.7	145.1
-20.7	145.8
-21.6	146.7
-22.5	147.5
-23.4	148.3
-24.3	149.1
-25.3	150
-26.2	150.9
-27.1	151.7
-27.9	152.6
-28.8	153.5
-29.7	154.5
-30.6	155.4
-31.4	156.4
-32.3	157.4
-33.1	158.4
-33.9	159.4
-34.8	160.5
-35.6	161.5
-36.4	162.6
-37.2	163.7
-37.9	164.9
-38.7	166
-39.4	167.2
-40.2	168.5
-40.9	169.7
-41.6	171
-42.3	172.3
-42.9	173.6
-43.6	175
-44.2	176.4
-44.8	177.8
-45.4	179.3
-46	-179.2
-46.5	-177.7
-47.1	-176.1
-47.6	-174.5
-48	-172.9
-48.5	-171.3
-48.9	-169.6
-49.3	-167.9
-49.7	-166.1
-50	-164.4
-50.3	-162.6
-50.6	-160.8
-50.8	-158.9
-51	-157.1
-51.2	-155.2
-51.4	-153.3
-51.5	-151.5
-51.6	-149.5
-51.6	-147.6
-51.6	-145.7
-51.6	-143.8
-51.6	-141.9
-51.5	-140
-51.4	-138.1
-51.2	-136.2
-51	-134.4
-50.8	-132.5
-50.6	-130.7
-50.3	-128.9
-50	-127.1
-49.6	-125.3
-49.3	-123.6
-48.9	-121.9
-48.4	-120.2
-48	-118.6
-47.5	-116.9
-47	-115.4
-46.5	-113.8
-45.9	-112.3
-45.4	-110.8
-44.8	-109.3
-44.1	-107.9
-43.5	-106.5
-42.9	-105.1
-42.2	-103.8
-41.5	-102.5
-40.8	-101.2
-40.1	-100
-39.4	-98.8
-38.6	-97.6
-37.8	-96.4
-37.1	-95.3
-36.3	-94.2
-35.5	-93.1
-34.7	-92
-33.8	-90.9
-33	-89.9
-32.2	-88.9
-31.3	-87.9
-30.5	-87
-29.6	-86
-28.7	-85.1
-27.8	-84.2
-26.9	-83.3
-26	-82.4
-25.1	-81.5
-24.2	-80.7
-23.3	-79.8
-22.4	-79
-21.5	-78.2
-20.5	-77.4
-19.6	-76.6
-18.7	-75.8
-17.7	-75.1
-16.8	-74.3
-15.8	-73.5
-14.9	-72.8
-13.9	-72
-12.9	-71.3
-12	-70.6
-11	-69.9
-10	-69.1
-9.1	-68.4
-8.1	-67.7
-7.1	-67
-6.2	-66.3
-5.2	-65.6
-4.2	-64.9
-3.2	-64.2
-2.2	-63.5
-1.3	-62.8
-0.3	-62.2
0.7	-61.5
1.7	-60.8
2.7	-60.1
3.6	-59.4
4.6	-58.7
5.6	-58
6.6	-57.3
7.5	-56.6
8.5	-55.9
9.5	-55.2
10.4	-54.5
11.4	-53.7
12.4	-53
13.3	-52.3
14.3	-51.6
15.3	-50.8
16.2	-50.1
17.2	-49.3
18.1	-48.5
19.1	-47.8
20	-47
20.9	-46.2
21.9	-45.4
22.8	-44.5
23.7	-43.7
24.6	-42.9
25.5	-42
26.4	-41.1
27.3	-40.2
28.2	-39.3
29.1	-38.4
30	-37.5
30.8	-36.5
31.7	-35.6
32.5	-34.6
33.4	-33.6
34.2	-32.5
35	-31.5
35.8	-30.4
36.6	-29.3
37.4	-28.2
38.2	-27
38.9	-25.8
39.7	-24.6
40.4	-23.4
41.1	-22.2
41.8	-20.9
42.5	-19.5
43.1	-18.2
43.8	-16.8
44.4	-15.4
45	-14
45.6	-12.5
46.2	-11
46.7	-9.5
47.2	-7.9
47.7	-6.3
48.2	-4.7
48.6	-3
49	-1.3
49.4	0.4
49.8	2.1
50.1	3.9
50.4	5.7
50.7	7.5
50.9	9.4
51.1	11.2
51.3	13.1
51.4	15
51.5	16.9
51.6	18.8
51.6	20.7
51.6	22.6
51.6	24.5
51.5	26.4
51.4	28.3
51.3	30.2
51.2	32.1
51	34
50.7	35.8
50.5	37.6
50.2	39.4
49.9	41.2
49.5	43
49.1	44.7
48.7	46.4
48.3	48
47.8	49.7
47.4	51.3
46.8	52.9
46.3	54.4
45.8	55.9
45.2	57.4
44.6	58.9
44	60.3
43.3	61.7
42.7	63
42	64.3
41.3	65.6
40.6	66.9
39.9	68.1
39.1	69.3
38.4	70.5
37.6	71.7
36.8	72.8
36	73.9
35.2	75
34.4	76.1
33.6	77.1
32.8	78.1
31.9	79.1
31.1	80.1
30.2	81.1
29.3	82
28.5	82.9
27.6	83.8
26.7	84.7
25.8	85.6
24.9	86.5
24	87.3
23.1	88.1
22.1	89
21.2	89.8
20.3	90.6
19.3	91.4
18.4	92.1
17.5	92.9
16.5	93.7
15.6	94.4
14.6	95.2
13.6	95.9
12.7	96.6
11.7	97.4
10.8	98.1
9.8	98.8
8.8	99.5
7.8	100.2
6.9	100.9
5.9	101.6
4.9	102.3
3.9	103
3	103.7
2	104.4
1	105.1
0	105.8
-0.9	106.5
-1.9	107.2
-2.9	107.8
-3.9	108.5
-4.9	109.2
-5.8	109.9
-6.8	110.6
-7.8	111.3
-8.7	112
-9.7	112.8
-10.7	113.5
-11.7	114.2
-12.6	114.9
-13.6	115.6
-14.5	116.4
-15.5	117.1
-16.4	117.9
-17.4	118.6
-18.3	119.4
-19.3	120.2
-20.2	121
-21.1	121.8
-22.1	122.6
-23	123.4
-23.9	124.2
-24.8	125.1
-25.7	125.9
-26.6	126.8
-27.5	127.7
-28.4	128.6
-29.3	129.5
-30.2	130.5
-31	131.4
-31.9	132.4
-32.7	133.4
-33.5	134.4
-34.4	135.5
-35.2	136.5
-36	137.6
-36.8	138.7
-37.6	139.8
-38.3	141
-39.1	142.2
-39.8	143.4
-40.5	144.6
-41.3	145.9
